Node1	Node2	Edge	support	conflict	snp_count	hg	path
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	17
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	17
2057	17	59	0	5	59		17
2015	2016	1	0	0	0		18
2016	2017	2	39	0	2	A1;A00;C1a2	18
2017	2018	3	6	0	3	A1b	18
2018	2019	4	0	37	4	R1a1;BT	18
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	18
2020	2021	6	0	2	6	CF	18
2021	2022	7	1	16	7	F	18
2022	2023	8	0	1	8	F;GHIJK	18
2023	2024	9	0	0	9	HIJK	18
2024	2025	10	0	0	10	IJK	18
2025	2026	11	0	3	11	K~;K	18
2026	2027	12	0	0	12	K2	18
2027	2028	13	0	0	13	K2b	18
2028	2029	14	0	0	14	PorK2b2	18
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	18
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	18
2031	2032	17	0	7	17	R	18
2032	2033	18	0	2	18	R1	18
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	18
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	18
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	18
2036	2037	22	0	0	0		18
2037	2038	23	0	0	0		18
2038	2039	24	0	0	0		18
2039	2040	25	0	0	25	R1a1a1b2a2a~	18
2040	2041	26	0	0	0		18
2041	2049	42	0	0	42	R1a1a1b2a2a2~	18
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	18
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	18
2057	2058	60	0	3	60		18
2058	2059	61	0	1	61		18
2059	18	62	0	2	62		18
2015	2016	1	0	0	0		19
2016	2017	2	39	0	2	A1;A00;C1a2	19
2017	2018	3	6	0	3	A1b	19
2018	2019	4	0	37	4	R1a1;BT	19
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	19
2020	2021	6	0	2	6	CF	19
2021	2022	7	1	16	7	F	19
2022	2023	8	0	1	8	F;GHIJK	19
2023	2024	9	0	0	9	HIJK	19
2024	2025	10	0	0	10	IJK	19
2025	2026	11	0	3	11	K~;K	19
2026	2027	12	0	0	12	K2	19
2027	2028	13	0	0	13	K2b	19
2028	2029	14	0	0	14	PorK2b2	19
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	19
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	19
2031	2032	17	0	7	17	R	19
2032	2033	18	0	2	18	R1	19
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	19
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	19
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	19
2036	2037	22	0	0	0		19
2037	2038	23	0	0	0		19
2038	2039	24	0	0	0		19
2039	2040	25	0	0	25	R1a1a1b2a2a~	19
2040	2041	26	0	0	0		19
2041	2049	42	0	0	42	R1a1a1b2a2a2~	19
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	19
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	19
2057	2058	60	0	3	60		19
2058	2059	61	0	1	61		19
2059	19	63	0	2	63		19
2015	2016	1	0	0	0		20
2016	2017	2	39	0	2	A1;A00;C1a2	20
2017	2018	3	6	0	3	A1b	20
2018	2019	4	0	37	4	R1a1;BT	20
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	20
2020	2021	6	0	2	6	CF	20
2021	2022	7	1	16	7	F	20
2022	2023	8	0	1	8	F;GHIJK	20
2023	2024	9	0	0	9	HIJK	20
2024	2025	10	0	0	10	IJK	20
2025	2026	11	0	3	11	K~;K	20
2026	2027	12	0	0	12	K2	20
2027	2028	13	0	0	13	K2b	20
2028	2029	14	0	0	14	PorK2b2	20
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	20
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	20
2031	2032	17	0	7	17	R	20
2032	2033	18	0	2	18	R1	20
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	20
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	20
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	20
2036	2037	22	0	0	0		20
2037	2038	23	0	0	0		20
2038	2039	24	0	0	0		20
2039	2040	25	0	0	25	R1a1a1b2a2a~	20
2040	2041	26	0	0	0		20
2041	2049	42	0	0	42	R1a1a1b2a2a2~	20
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	20
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	20
2057	2058	60	0	3	60		20
2058	2060	64	0	1	64		20
2060	20	65	0	1	65		20
2015	2016	1	0	0	0		21
2016	2017	2	39	0	2	A1;A00;C1a2	21
2017	2018	3	6	0	3	A1b	21
2018	2019	4	0	37	4	R1a1;BT	21
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	21
2020	2021	6	0	2	6	CF	21
2021	2022	7	1	16	7	F	21
2022	2023	8	0	1	8	F;GHIJK	21
2023	2024	9	0	0	9	HIJK	21
2024	2025	10	0	0	10	IJK	21
2025	2026	11	0	3	11	K~;K	21
2026	2027	12	0	0	12	K2	21
2027	2028	13	0	0	13	K2b	21
2028	2029	14	0	0	14	PorK2b2	21
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	21
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	21
2031	2032	17	0	7	17	R	21
2032	2033	18	0	2	18	R1	21
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	21
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	21
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	21
2036	2037	22	0	0	0		21
2037	2038	23	0	0	0		21
2038	2039	24	0	0	0		21
2039	2040	25	0	0	25	R1a1a1b2a2a~	21
2040	2041	26	0	0	0		21
2041	2049	42	0	0	42	R1a1a1b2a2a2~	21
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	21
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	21
2057	2058	60	0	3	60		21
2058	2060	64	0	1	64		21
2060	2061	66	0	0	66		21
2061	21	67	0	2	67		21
2015	2016	1	0	0	0		22
2016	2017	2	39	0	2	A1;A00;C1a2	22
2017	2018	3	6	0	3	A1b	22
2018	2019	4	0	37	4	R1a1;BT	22
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	22
2020	2021	6	0	2	6	CF	22
2021	2022	7	1	16	7	F	22
2022	2023	8	0	1	8	F;GHIJK	22
2023	2024	9	0	0	9	HIJK	22
2024	2025	10	0	0	10	IJK	22
2025	2026	11	0	3	11	K~;K	22
2026	2027	12	0	0	12	K2	22
2027	2028	13	0	0	13	K2b	22
2028	2029	14	0	0	14	PorK2b2	22
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	22
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	22
2031	2032	17	0	7	17	R	22
2032	2033	18	0	2	18	R1	22
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	22
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	22
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	22
2036	2037	22	0	0	0		22
2037	2038	23	0	0	0		22
2038	2039	24	0	0	0		22
2039	2040	25	0	0	25	R1a1a1b2a2a~	22
2040	2041	26	0	0	0		22
2041	2049	42	0	0	42	R1a1a1b2a2a2~	22
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	22
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	22
2057	2058	60	0	3	60		22
2058	2060	64	0	1	64		22
2060	2061	66	0	0	66		22
2061	2062	68	0	1	68		22
2062	2063	69	0	2	69		22
2063	22	70	0	1	70		22
2015	2016	1	0	0	0		23
2016	2017	2	39	0	2	A1;A00;C1a2	23
2017	2018	3	6	0	3	A1b	23
2018	2019	4	0	37	4	R1a1;BT	23
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	23
2020	2021	6	0	2	6	CF	23
2021	2022	7	1	16	7	F	23
2022	2023	8	0	1	8	F;GHIJK	23
2023	2024	9	0	0	9	HIJK	23
2024	2025	10	0	0	10	IJK	23
2025	2026	11	0	3	11	K~;K	23
2026	2027	12	0	0	12	K2	23
2027	2028	13	0	0	13	K2b	23
2028	2029	14	0	0	14	PorK2b2	23
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	23
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	23
2031	2032	17	0	7	17	R	23
2032	2033	18	0	2	18	R1	23
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	23
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	23
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	23
2036	2037	22	0	0	0		23
2037	2038	23	0	0	0		23
2038	2039	24	0	0	0		23
2039	2040	25	0	0	25	R1a1a1b2a2a~	23
2040	2041	26	0	0	0		23
2041	2049	42	0	0	42	R1a1a1b2a2a2~	23
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	23
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	23
2057	2058	60	0	3	60		23
2058	2060	64	0	1	64		23
2060	2061	66	0	0	66		23
2061	2062	68	0	1	68		23
2062	2063	69	0	2	69		23
2063	23	71	0	2	71		23
2015	2016	1	0	0	0		24
2016	2017	2	39	0	2	A1;A00;C1a2	24
2017	2018	3	6	0	3	A1b	24
2018	2019	4	0	37	4	R1a1;BT	24
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	24
2020	2021	6	0	2	6	CF	24
2021	2022	7	1	16	7	F	24
2022	2023	8	0	1	8	F;GHIJK	24
2023	2024	9	0	0	9	HIJK	24
2024	2025	10	0	0	10	IJK	24
2025	2026	11	0	3	11	K~;K	24
2026	2027	12	0	0	12	K2	24
2027	2028	13	0	0	13	K2b	24
2028	2029	14	0	0	14	PorK2b2	24
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	24
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	24
2031	2032	17	0	7	17	R	24
2032	2033	18	0	2	18	R1	24
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	24
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	24
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	24
2036	2037	22	0	0	0		24
2037	2038	23	0	0	0		24
2038	2039	24	0	0	0		24
2039	2040	25	0	0	25	R1a1a1b2a2a~	24
2040	2041	26	0	0	0		24
2041	2049	42	0	0	42	R1a1a1b2a2a2~	24
2049	2050	44	0	1	44	R1a1a1b2a2a2a~	24
2050	2057	58	1	2	58	R1a1a1b2a2a2a~;R1a1a1b2a2a2a1~	24
2057	2058	60	0	3	60		24
2058	2060	64	0	1	64		24
2060	2061	66	0	0	66		24
2061	2062	68	0	1	68		24
2062	24	72	0	1	72		24
2015	2016	1	0	0	0		25
2016	2017	2	39	0	2	A1;A00;C1a2	25
2017	2018	3	6	0	3	A1b	25
2018	2019	4	0	37	4	R1a1;BT	25
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	25
2020	2021	6	0	2	6	CF	25
2021	2022	7	1	16	7	F	25
2022	2023	8	0	1	8	F;GHIJK	25
2023	2024	9	0	0	9	HIJK	25
2024	2025	10	0	0	10	IJK	25
2025	2026	11	0	3	11	K~;K	25
2026	2027	12	0	0	12	K2	25
2027	2028	13	0	0	13	K2b	25
2028	2029	14	0	0	14	PorK2b2	25
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	25
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	25
2031	2032	17	0	7	17	R	25
2032	2033	18	0	2	18	R1	25
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	25
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	25
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	25
2036	2037	22	0	0	0		25
2037	2038	23	0	0	0		25
2038	2039	24	0	0	0		25
2039	2040	25	0	0	25	R1a1a1b2a2a~	25
2040	2064	73	0	0	73	R1a1a1b2a2a1	25
2064	2065	74	0	6	74	Q1b1a1a1p;R1a1a1b2a2a1d2~	25
2065	2066	75	0	0	75		25
2066	25	76	0	0	0		25
2015	2016	1	0	0	0		26
2016	2017	2	39	0	2	A1;A00;C1a2	26
2017	2018	3	6	0	3	A1b	26
2018	2019	4	0	37	4	R1a1;BT	26
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	26
2020	2021	6	0	2	6	CF	26
2021	2022	7	1	16	7	F	26
2022	2023	8	0	1	8	F;GHIJK	26
2023	2024	9	0	0	9	HIJK	26
2024	2025	10	0	0	10	IJK	26
2025	2026	11	0	3	11	K~;K	26
2026	2027	12	0	0	12	K2	26
2027	2028	13	0	0	13	K2b	26
2028	2029	14	0	0	14	PorK2b2	26
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	26
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	26
2031	2032	17	0	7	17	R	26
2032	2033	18	0	2	18	R1	26
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	26
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	26
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	26
2036	2037	22	0	0	0		26
2037	2038	23	0	0	0		26
2038	2039	24	0	0	0		26
2039	2040	25	0	0	25	R1a1a1b2a2a~	26
2040	2064	73	0	0	73	R1a1a1b2a2a1	26
2064	2065	74	0	6	74	Q1b1a1a1p;R1a1a1b2a2a1d2~	26
2065	2066	75	0	0	75		26
2066	26	77	0	0	0		26
2015	2016	1	0	0	0		27
2016	2017	2	39	0	2	A1;A00;C1a2	27
2017	2018	3	6	0	3	A1b	27
2018	2019	4	0	37	4	R1a1;BT	27
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	27
2020	2021	6	0	2	6	CF	27
2021	2022	7	1	16	7	F	27
2022	2023	8	0	1	8	F;GHIJK	27
2023	2024	9	0	0	9	HIJK	27
2024	2025	10	0	0	10	IJK	27
2025	2026	11	0	3	11	K~;K	27
2026	2027	12	0	0	12	K2	27
2027	2028	13	0	0	13	K2b	27
2028	2029	14	0	0	14	PorK2b2	27
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	27
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	27
2031	2032	17	0	7	17	R	27
2032	2033	18	0	2	18	R1	27
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	27
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	27
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	27
2036	2037	22	0	0	0		27
2037	2038	23	0	0	0		27
2038	2039	24	0	0	0		27
2039	2040	25	0	0	25	R1a1a1b2a2a~	27
2040	2064	73	0	0	73	R1a1a1b2a2a1	27
2064	2065	74	0	6	74	Q1b1a1a1p;R1a1a1b2a2a1d2~	27
2065	2067	78	0	0	78		27
2067	27	79	0	0	0		27
2015	2016	1	0	0	0		28
2016	2017	2	39	0	2	A1;A00;C1a2	28
2017	2018	3	6	0	3	A1b	28
2018	2019	4	0	37	4	R1a1;BT	28
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	28
2020	2021	6	0	2	6	CF	28
2021	2022	7	1	16	7	F	28
2022	2023	8	0	1	8	F;GHIJK	28
2023	2024	9	0	0	9	HIJK	28
2024	2025	10	0	0	10	IJK	28
2025	2026	11	0	3	11	K~;K	28
2026	2027	12	0	0	12	K2	28
2027	2028	13	0	0	13	K2b	28
2028	2029	14	0	0	14	PorK2b2	28
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	28
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	28
2031	2032	17	0	7	17	R	28
2032	2033	18	0	2	18	R1	28
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	28
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	28
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	28
2036	2037	22	0	0	0		28
2037	2038	23	0	0	0		28
2038	2039	24	0	0	0		28
2039	2040	25	0	0	25	R1a1a1b2a2a~	28
2040	2064	73	0	0	73	R1a1a1b2a2a1	28
2064	2065	74	0	6	74	Q1b1a1a1p;R1a1a1b2a2a1d2~	28
2065	2067	78	0	0	78		28
2067	28	80	0	0	80		28
2015	2016	1	0	0	0		29
2016	2017	2	39	0	2	A1;A00;C1a2	29
2017	2018	3	6	0	3	A1b	29
2018	2019	4	0	37	4	R1a1;BT	29
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	29
2020	2021	6	0	2	6	CF	29
2021	2022	7	1	16	7	F	29
2022	2023	8	0	1	8	F;GHIJK	29
2023	2024	9	0	0	9	HIJK	29
2024	2025	10	0	0	10	IJK	29
2025	2026	11	0	3	11	K~;K	29
2026	2027	12	0	0	12	K2	29
2027	2028	13	0	0	13	K2b	29
2028	2029	14	0	0	14	PorK2b2	29
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	29
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	29
2031	2032	17	0	7	17	R	29
2032	2033	18	0	2	18	R1	29
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	29
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	29
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	29
2036	2037	22	0	0	0		29
2037	2038	23	0	0	0		29
2038	2039	24	0	0	0		29
2039	2040	25	0	0	25	R1a1a1b2a2a~	29
2040	2064	73	0	0	73	R1a1a1b2a2a1	29
2064	2068	81	0	0	0		29
2068	2069	82	0	0	0		29
2069	2070	83	0	0	0		29
2070	2071	84	0	0	0		29
2071	2072	85	0	1	85	R1a1a1b2a2a1c3~;R1a1a1b2a2a1c3a~;R1a1a1b2a2a1c~	29
2072	29	86	0	2	86		29
2015	2016	1	0	0	0		30
2016	2017	2	39	0	2	A1;A00;C1a2	30
2017	2018	3	6	0	3	A1b	30
2018	2019	4	0	37	4	R1a1;BT	30
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	30
2020	2021	6	0	2	6	CF	30
2021	2022	7	1	16	7	F	30
2022	2023	8	0	1	8	F;GHIJK	30
2023	2024	9	0	0	9	HIJK	30
2024	2025	10	0	0	10	IJK	30
2025	2026	11	0	3	11	K~;K	30
2026	2027	12	0	0	12	K2	30
2027	2028	13	0	0	13	K2b	30
2028	2029	14	0	0	14	PorK2b2	30
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	30
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	30
2031	2032	17	0	7	17	R	30
2032	2033	18	0	2	18	R1	30
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	30
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	30
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	30
2036	2037	22	0	0	0		30
2037	2038	23	0	0	0		30
2038	2039	24	0	0	0		30
2039	2040	25	0	0	25	R1a1a1b2a2a~	30
2040	2064	73	0	0	73	R1a1a1b2a2a1	30
2064	2068	81	0	0	0		30
2068	2069	82	0	0	0		30
2069	2070	83	0	0	0		30
2070	2071	84	0	0	0		30
2071	2072	85	0	1	85	R1a1a1b2a2a1c3~;R1a1a1b2a2a1c3a~;R1a1a1b2a2a1c~	30
2072	30	87	0	7	87	D1a2a1a2~	30
2015	2016	1	0	0	0		31
2016	2017	2	39	0	2	A1;A00;C1a2	31
2017	2018	3	6	0	3	A1b	31
2018	2019	4	0	37	4	R1a1;BT	31
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	31
2020	2021	6	0	2	6	CF	31
2021	2022	7	1	16	7	F	31
2022	2023	8	0	1	8	F;GHIJK	31
2023	2024	9	0	0	9	HIJK	31
2024	2025	10	0	0	10	IJK	31
2025	2026	11	0	3	11	K~;K	31
2026	2027	12	0	0	12	K2	31
2027	2028	13	0	0	13	K2b	31
2028	2029	14	0	0	14	PorK2b2	31
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	31
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	31
2031	2032	17	0	7	17	R	31
2032	2033	18	0	2	18	R1	31
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	31
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	31
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	31
2036	2037	22	0	0	0		31
2037	2038	23	0	0	0		31
2038	2039	24	0	0	0		31
2039	2040	25	0	0	25	R1a1a1b2a2a~	31
2040	2064	73	0	0	73	R1a1a1b2a2a1	31
2064	2068	81	0	0	0		31
2068	2069	82	0	0	0		31
2069	2070	83	0	0	0		31
2070	2071	84	0	0	0		31
2071	31	88	0	9	88	R1a1a1b2a2a1d7~;R1a1a1b2a2a1d7b~;R1a1a1b2a2a1d7b1~	31
2015	2016	1	0	0	0		32
2016	2017	2	39	0	2	A1;A00;C1a2	32
2017	2018	3	6	0	3	A1b	32
2018	2019	4	0	37	4	R1a1;BT	32
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	32
2020	2021	6	0	2	6	CF	32
2021	2022	7	1	16	7	F	32
2022	2023	8	0	1	8	F;GHIJK	32
2023	2024	9	0	0	9	HIJK	32
2024	2025	10	0	0	10	IJK	32
2025	2026	11	0	3	11	K~;K	32
2026	2027	12	0	0	12	K2	32
2027	2028	13	0	0	13	K2b	32
2028	2029	14	0	0	14	PorK2b2	32
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	32
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	32
2031	2032	17	0	7	17	R	32
2032	2033	18	0	2	18	R1	32
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	32
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	32
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	32
2036	2037	22	0	0	0		32
2037	2038	23	0	0	0		32
2038	2039	24	0	0	0		32
2039	2040	25	0	0	25	R1a1a1b2a2a~	32
2040	2064	73	0	0	73	R1a1a1b2a2a1	32
2064	2068	81	0	0	0		32
2068	2069	82	0	0	0		32
2069	2070	83	0	0	0		32
2070	2073	89	0	0	89	R1a1a1b2a2a1d5~	32
2073	2074	90	0	0	90		32
2074	32	91	0	5	91	G2a2b1a1b1a2	32
2015	2016	1	0	0	0		33
2016	2017	2	39	0	2	A1;A00;C1a2	33
2017	2018	3	6	0	3	A1b	33
2018	2019	4	0	37	4	R1a1;BT	33
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	33
2020	2021	6	0	2	6	CF	33
2021	2022	7	1	16	7	F	33
2022	2023	8	0	1	8	F;GHIJK	33
2023	2024	9	0	0	9	HIJK	33
2024	2025	10	0	0	10	IJK	33
2025	2026	11	0	3	11	K~;K	33
2026	2027	12	0	0	12	K2	33
2027	2028	13	0	0	13	K2b	33
2028	2029	14	0	0	14	PorK2b2	33
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	33
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	33
2031	2032	17	0	7	17	R	33
2032	2033	18	0	2	18	R1	33
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	33
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	33
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	33
2036	2037	22	0	0	0		33
2037	2038	23	0	0	0		33
2038	2039	24	0	0	0		33
2039	2040	25	0	0	25	R1a1a1b2a2a~	33
2040	2064	73	0	0	73	R1a1a1b2a2a1	33
2064	2068	81	0	0	0		33
2068	2069	82	0	0	0		33
2069	2070	83	0	0	0		33
2070	2073	89	0	0	89	R1a1a1b2a2a1d5~	33
2073	2074	90	0	0	90		33
2074	33	92	0	3	92		33
2015	2016	1	0	0	0		34
2016	2017	2	39	0	2	A1;A00;C1a2	34
2017	2018	3	6	0	3	A1b	34
2018	2019	4	0	37	4	R1a1;BT	34
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	34
2020	2021	6	0	2	6	CF	34
2021	2022	7	1	16	7	F	34
2022	2023	8	0	1	8	F;GHIJK	34
2023	2024	9	0	0	9	HIJK	34
2024	2025	10	0	0	10	IJK	34
2025	2026	11	0	3	11	K~;K	34
2026	2027	12	0	0	12	K2	34
2027	2028	13	0	0	13	K2b	34
2028	2029	14	0	0	14	PorK2b2	34
2029	2030	15	0	7	15	P1orK2b2a;P1~orK2b2a~;I2a2a1a1a2	34
2030	2031	16	0	7	16	P1~orK2b2a~;P1orK2b2a	34
2031	2032	17	0	7	17	R	34
2032	2033	18	0	2	18	R1	34
2033	2034	19	0	20	19	R1a1a~;R1a1~;R1a1;R1a~;R1a1a1~;R1a1a1;R1a1a;R1a	34
2034	2035	20	0	2	20	R1a1a1b;R1a1a1b~	34
2035	2036	21	0	1	21	R1a1a1b2;R1a1a1b2~	34
2036	2037	22	0	0	0		34
